vivc_prime_name,vv_ancestry_pct,na1_ancestry_pct,na2_ancestry_pct,mus_ancestry_pct,ea_ancestry_pct,ancestry_n_samples,ancestry_source,ssr_VVS2,ssr_VVMD5,ssr_VVMD7,ssr_VVMD25,ssr_VVMD27,ssr_VVMD28,ssr_VVMD32,ssr_VrZAG62,ssr_VrZAG79,ssr_source,has_snp_myles,has_snp_constantini,data_sources
HERNITO,44.5,1.7,53.6,0.2,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
HEROLDREBE,100.0,0.0,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,True,False,"ancestry,SNP_Myles"
HICKS,29.6,0.1,70.1,0.0,0.2,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
HIDALGO,57.5,22.4,20.2,0.0,0.0,2.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
HIGGINS,0.0,0.0,0.0,100.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
HIMROD,63.9,0.0,36.1,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
HN 12,46.8,40.8,12.4,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
HONEY DEW,32.0,2.5,65.6,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
HOPKINS,50.0,0.0,50.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
HOSARGOON,99.8,0.2,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
HUSMANN,57.2,2.2,40.1,0.1,0.5,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
HYBRIDE BLANC POUGET,65.6,29.9,4.5,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
HYCALES,99.9,0.1,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
IASMA ECO 1,,,,,,,,,,,,,,,,,,False,True,SNP_Constantini
IASMA ECO 2,,,,,,,,,,,,,,,,,,False,True,SNP_Constantini
IASMA ECO 3,,,,,,,,,,,,,,,,,,False,True,SNP_Constantini
IASMA ECO 4,,,,,,,,,,,,,,,,,,False,True,SNP_Constantini
ICHKIMAR,100.0,0.0,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),139/149,232/238,243/253,248/254,182/191,234/243,249/255,,,Lacombe et al. 2013,False,False,ancestry
ILLINOIS 316- 3,65.8,12.3,21.9,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
ILLINOIS 796- 4,28.8,38.5,32.0,0.1,0.6,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
INDIAN CREEK 8C,1.4,4.1,94.5,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
INF F12P102,,,,,,,,,,,,,,,,,,False,True,SNP_Constantini
INF F12P103,,,,,,,,,,,,,,,,,,False,True,SNP_Constantini
INF F12P108,,,,,,,,,,,,,,,,,,False,True,SNP_Constantini
INF F12P115,,,,,,,,,,,,,,,,,,False,True,SNP_Constantini
INF F12P128,,,,,,,,,,,,,,,,,,False,True,SNP_Constantini
INF F12P49,,,,,,,,,,,,,,,,,,False,True,SNP_Constantini
INF F12P55,,,,,,,,,,,,,,,,,,False,True,SNP_Constantini
INF F12P74,,,,,,,,,,,,,,,,,,False,True,SNP_Constantini
INF F12P78,,,,,,,,,,,,,,,,,,False,True,SNP_Constantini
INF F12P87,,,,,,,,,,,,,,,,,,False,True,SNP_Constantini
INF F13P152,,,,,,,,,,,,,,,,,,False,True,SNP_Constantini
INF F14P33,,,,,,,,,,,,,,,,,,False,True,SNP_Constantini
INZOLIA,100.0,0.0,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
IONA,0.0,99.5,0.5,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
IRENE,0.0,0.0,0.0,100.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
IRONCLAD,63.9,28.4,7.1,0.0,0.6,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
ISABELLA,70.8,17.2,11.4,0.0,0.5,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
ISKORKA,84.9,3.2,1.3,0.0,10.6,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
ITALIA,100.0,0.0,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),131/147,229/236,243/247,238/248,176/191,233/243,251/271,,,Lacombe et al. 2013,False,False,ancestry
IV 1-1-768,,,,,,,,,,,,,,,,,,False,True,SNP_Constantini
IV 54/2,,,,,,,,,,,,,,,,,,False,True,SNP_Constantini
IV 8/1,,,,,,,,,,,,,,,,,,False,True,SNP_Constantini
IVAN,43.1,50.6,6.3,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),131/137,229/244,247/249,240/240,182/186,257/267,239/273,,,Lacombe et al. 2013,False,False,ancestry
IVES,0.0,99.5,0.5,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
JACQUEZ,11.9,12.9,0.0,27.2,48.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
JAEGER 7,0.0,50.9,49.1,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
JALES,31.8,19.5,48.2,0.0,0.5,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
JAMES,0.0,0.0,0.0,100.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
JAMPAL,100.0,0.0,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
JANESVILLE,9.0,19.3,6.4,29.6,35.6,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
JERSEY MUSCAT,15.1,0.7,84.2,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
JESSICA,9.0,19.3,6.4,29.6,35.6,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
JOANNES SEYVE 12428,48.6,34.8,16.1,0.0,0.5,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
JOANNES SEYVE 12462,47.7,43.6,8.1,0.0,0.6,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
JOANNES SEYVE 13756,0.0,100.0,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
JOANNES SEYVE 14982,0.0,50.0,50.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
JOANNES SEYVE 23416,0.0,0.0,100.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
JOANNES SEYVE 25874,54.3,0.7,45.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
JOANNES SEYVE 26487,57.0,33.0,9.9,0.0,0.1,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
JOANNES SEYVE 26674,49.3,39.2,11.1,0.0,0.4,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
JOANNES SEYVE 9149,40.9,46.8,12.3,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
JOHANNITER,,,,,,,,,,,,,,,,,,False,True,SNP_Constantini
JOLY,0.0,49.2,50.8,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
JULIUS CAESAR,100.0,0.0,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),131/153,234/234,239/247,240/240,178/186,216/267,239/271,,,Lacombe et al. 2013,True,False,"ancestry,SNP_Myles"
JULY MUSCAT,99.9,0.0,0.0,0.1,0.0,2.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
JUMBO,0.0,0.0,0.0,100.0,0.0,2.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
JURANCON BLANC,,,,,,,,131/149,223/232,239/239,238/248,176/178,245/267,239/271,,,Lacombe et al. 2013,True,False,SNP_Myles
JURANCON NOIR,100.0,0.0,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),149/149,232/236,239/262,238/248,186/188,233/245,239/251,,,Lacombe et al. 2013,True,False,"ancestry,SNP_Myles"
JUWEL,100.0,0.0,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
KADARKA KEK,100.0,0.0,0.0,0.0,0.0,2.0,Myles et al. 2011 / GRIN (DVIT admixture),131/133,223/223,247/255,238/254,182/191,227/259,271/271,,,Lacombe et al. 2013,False,False,ancestry
KALA KOSTAN,98.3,0.1,0.5,0.0,1.2,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
KALI SAG,100.0,0.0,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
KARGA DILI,99.9,0.0,0.1,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
KARTLIS TITA,99.6,0.4,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
KASHIRI,98.5,0.5,0.0,0.0,1.1,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
KATTA KURGAN,100.0,0.0,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,True,False,"ancestry,SNP_Myles"
KAY GRAY,14.5,34.3,51.2,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
KEKNYELUE,100.0,0.0,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
KENDAIA,55.5,33.7,10.1,0.0,0.6,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
KENSINGTON,0.0,100.0,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
KERNER,100.0,0.0,0.0,0.0,0.0,2.0,Myles et al. 2011 / GRIN (DVIT admixture),149/153,223/234,247/257,240/248,182/186,227/235,271/271,,,Lacombe et al. 2013,False,False,ancestry
KEUKA,88.8,0.0,11.2,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
KHIKHVI,99.9,0.0,0.0,0.0,0.1,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
KHORESTINI,100.0,0.0,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
KING PHILIP,55.7,0.0,44.3,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
KINI YATCH,96.7,0.3,0.0,0.0,3.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
KISHMISH KHISHRAU,100.0,0.0,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
KISHMISH VATKANA,,,,,,,,,,,,,,,,,,False,True,SNP_Constantini
KOBER 125 AA,0.0,49.7,50.3,0.0,0.0,2.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
KOBER 5 BB,53.8,34.6,11.5,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,True,"ancestry,SNP_Constantini"
KOSHU BUDO,6.2,22.2,6.4,29.8,35.5,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
KOSHU SANJAKU,10.0,18.3,3.4,29.6,38.6,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
KOZMA 01-1-296,,,,,,,,,,,,,,,,,,False,True,SNP_Constantini
KOZMA 01-1-482,,,,,,,,,,,,,,,,,,False,True,SNP_Constantini
KOZMA 01-1-9,,,,,,,,,,,,,,,,,,False,True,SNP_Constantini
KOZMA 01-1-93,,,,,,,,,,,,,,,,,,False,True,SNP_Constantini
KOZMA PALNE MUSKOTALY,100.0,0.0,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
KRAUSE,12.1,16.7,9.4,27.7,34.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
KRISZTALY,60.9,17.7,3.9,0.6,16.8,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
KUHLMANN 193-3,50.0,50.0,0.0,0.0,0.0,2.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
KURTELASKA,99.9,0.1,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),131/143,225/244,243/253,240/240,178/186,243/257,261/271,,,Lacombe et al. 2013,False,False,ancestry
LA SALLE,0.4,0.0,0.0,99.6,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
LABRUSCO,100.0,0.0,0.0,0.0,0.0,2.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
LADY,50.0,0.0,50.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
LADY HUTT,100.0,0.0,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
LADY PATRICIA,68.2,28.4,2.6,0.0,0.9,2.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
LADY WASHINGTON,9.0,18.1,5.1,28.2,39.7,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
LAGREIN,100.0,0.0,0.0,0.0,0.0,2.0,Myles et al. 2011 / GRIN (DVIT admixture),135/153,225/236,239/247,238/240,182/182,227/253,239/251,,,Lacombe et al. 2013,False,True,"ancestry,SNP_Constantini"
LAKE EMERALD,8.9,18.0,3.7,32.9,36.4,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
LAMBRUSCA DI ALESSANDRIA,99.8,0.2,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
LANDOT 1674,56.3,35.2,8.5,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
LANDOT 1678,49.5,38.7,11.9,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
LANDOT 204,60.8,28.3,10.9,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
LANDOT 2281,59.9,27.5,12.6,0.0,0.0,2.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
LANDOT 2283,54.0,30.1,15.9,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
LANDOT 234,0.0,49.1,50.9,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
LANDOT 2517,52.8,36.4,10.8,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
LANDOT 304,60.4,32.8,6.2,0.0,0.6,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
LANDOT 3381,59.6,31.0,9.4,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
LANDOT 540,59.9,32.3,7.2,0.2,0.4,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
LANDOT 6222,56.4,37.7,5.2,0.0,0.7,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
LANDOT 709,52.3,40.6,7.1,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
LARGO,38.4,0.0,61.2,0.0,0.4,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
LAST ROSE,68.8,0.5,29.6,1.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
LATE VAVILOV,100.0,0.0,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
LAUROT,86.2,11.4,2.0,0.0,0.4,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
LEVERKUHN,29.4,0.0,70.3,0.0,0.3,2.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
LIBERTY,50.0,50.0,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
LINDLEY,0.0,22.2,77.8,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
LIZA,84.7,0.0,0.0,0.0,15.3,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
LOMANTO,55.3,19.2,25.6,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
LOMBARDIA,,,,,,,,133/147,229/236,247/247,248/254,182/191,233/243,251/271,,,Lacombe et al. 2013,True,False,SNP_Myles
LONG JOHN,30.8,0.7,68.5,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
LONGYAN,100.0,0.0,0.0,0.0,0.0,2.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
LOOMIS,0.0,0.0,0.0,100.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
LORETTO,6.1,0.0,93.9,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
LOUISIANA,29.5,29.2,41.4,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
LUCIDA,0.0,0.2,0.0,99.8,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
LUCILE,29.8,1.0,69.2,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
LUKFATA,3.9,24.9,71.2,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
LUTIE,13.2,0.2,86.6,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
MACAROLI,100.0,0.0,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
MADELEINE CELINE,100.0,0.0,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),133/135,225/238,239/247,254/254,176/178,216/233,239/271,,,Lacombe et al. 2013,False,False,ancestry
MADELEINE ROYALE,100.0,0.0,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),149/153,225/234,243/247,240/248,178/186,216/243,251/271,,,Lacombe et al. 2013,False,False,ancestry
MAGNO,100.0,0.0,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
MAGNOLIA,0.0,0.0,0.0,100.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
MAGOON,0.0,0.0,0.0,100.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
MALMSEY,100.0,0.0,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
MALTA SEEDLESS,100.0,0.0,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
MALVASIA BIANCA,100.0,0.0,0.0,0.0,0.0,3.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
MALVASIA DI CANDIA AROMATICA,,,,,,,,,,,,,,,,,,False,True,SNP_Constantini
MALVASIA ROSARIO,100.0,0.0,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
MALVASIA ROSAVENDA,100.0,0.0,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
MALVERINA,2.1,92.2,4.8,0.0,0.9,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
MAMELON,100.0,0.0,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),131/149,234/238,239/239,240/248,186/186,216/243,239/271,,,Lacombe et al. 2013,False,False,ancestry
MAMIDON DELI,100.0,0.0,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
MANDAN,27.1,50.0,22.9,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
MANITO,24.5,16.4,59.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
MANTEY,12.0,9.9,77.8,0.1,0.2,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
MANZONI BIANCO,,,,,,,,,,,,,,,,,,False,True,SNP_Constantini
MARECHAL FOCH,57.8,39.5,2.4,0.0,0.3,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
MARGUERITE,47.7,0.2,51.8,0.0,0.3,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
MARIA PIROVANO,,,,,,,,,,,,,,,,,,True,False,SNP_Myles
MARION,0.0,50.1,49.9,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
MARS,47.4,1.9,50.7,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
MARSANNE,99.8,0.2,0.0,0.0,0.0,2.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
MARSH,0.1,0.1,0.0,99.9,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
MARVELOUS,9.0,19.3,6.4,29.6,35.6,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
MARY'S FAVORITE,26.4,24.0,49.6,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
MARZEMINO,100.0,0.0,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
MATHILDE,72.9,0.0,26.6,0.0,0.5,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
MCCAMPBELL,23.9,0.4,75.7,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
MCCOY,12.2,15.5,5.9,30.2,36.2,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
MCPIKE,29.2,0.3,70.3,0.0,0.2,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
MEIER EVERBEARING,9.0,19.3,6.4,29.6,35.6,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
MELODY,62.9,16.8,20.4,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
MELON,100.0,0.0,0.0,0.0,0.0,2.0,Myles et al. 2011 / GRIN (DVIT admixture),135/141,236/238,239/249,238/254,178/182,227/235,239/249,,,Lacombe et al. 2013,False,False,ancestry
MEMORY,0.0,0.4,0.2,99.2,0.2,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
MERICADEL,25.4,23.1,51.6,0.0,0.0,2.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
MERLAN,85.9,12.5,1.0,0.0,0.7,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
MERLOT NOIR,100.0,0.0,0.0,0.0,0.0,3.0,Myles et al. 2011 / GRIN (DVIT admixture),137/149,223/234,239/247,238/248,186/188,227/233,239/239,,,Lacombe et al. 2013,False,True,"ancestry,SNP_Constantini"
MERMARK,99.8,0.0,0.0,0.0,0.2,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
MERRIMAC,50.2,0.6,49.2,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
MERZLING,,,,,,,,,,,,,,,,,,False,True,SNP_Constantini
MESLIER SAINT FRANCOIS,100.0,0.0,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,True,False,"ancestry,SNP_Myles"
MEYER 6-7,10.8,6.0,83.2,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
MICCOSUKEE,0.3,0.0,99.7,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
MID SOUTH,57.0,2.5,39.5,0.3,0.7,2.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
